Nilai_Matematika,Nilai_IPA,Nilai_Bahasa_Inggris,Minat,Bakat,Jurusan
96,88,94,Teknologi,Komunikatif,Teknik Informatika
94,92,94,Teknologi,Komunikatif,Teknik Informatika
94,94,91,Teknologi,Komunikatif,Teknik Informatika
100,95,86,Teknologi,Analitis,Teknik Informatika
93,94,94,Teknologi,Komunikatif,Teknik Informatika
95,88,88,Teknologi,Komunikatif,Teknik Informatika
95,90,93,Teknologi,Analitis,Teknik Informatika
92,88,85,Teknologi,Analitis,Teknik Informatika
92,92,93,Teknologi,Analitis,Teknik Informatika
94,88,87,Teknologi,Komunikatif,Teknik Informatika
98,88,87,Teknologi,Analitis,Teknik Informatika
93,88,89,Teknologi,Analitis,Teknik Informatika
96,90,86,Teknologi,Analitis,Teknik Informatika
100,91,92,Teknologi,Komunikatif,Teknik Informatika
93,94,94,Teknologi,Komunikatif,Teknik Informatika
94,89,91,Teknologi,Analitis,Teknik Informatika
99,88,95,Teknologi,Analitis,Teknik Informatika
99,92,88,Teknologi,Analitis,Teknik Informatika
90,90,88,Teknologi,Analitis,Teknik Informatika
93,90,94,Teknologi,Analitis,Teknik Informatika
94,90,93,Teknologi,Analitis,Teknik Informatika
99,92,95,Teknologi,Analitis,Teknik Informatika
94,93,91,Teknologi,Komunikatif,Teknik Informatika
100,89,91,Teknologi,Analitis,Teknik Informatika
92,95,95,Teknologi,Analitis,Teknik Informatika
92,92,87,Teknologi,Analitis,Teknik Informatika
93,88,92,Teknologi,Analitis,Teknik Informatika
90,92,95,Teknologi,Analitis,Teknik Informatika
98,92,93,Teknologi,Komunikatif,Teknik Informatika
95,91,89,Teknologi,Analitis,Teknik Informatika
99,93,86,Teknologi,Analitis,Teknik Informatika
94,91,94,Teknologi,Komunikatif,Teknik Informatika
90,88,91,Teknologi,Analitis,Teknik Informatika
97,94,94,Teknologi,Analitis,Teknik Informatika
97,93,91,Teknologi,Analitis,Teknik Informatika
91,94,88,Teknologi,Komunikatif,Teknik Informatika
94,93,94,Teknologi,Analitis,Teknik Informatika
98,88,86,Teknologi,Komunikatif,Teknik Informatika
92,91,95,Teknologi,Komunikatif,Teknik Informatika
100,89,88,Teknologi,Komunikatif,Teknik Informatika
97,90,92,Teknologi,Komunikatif,Teknik Informatika
91,94,94,Teknologi,Analitis,Teknik Informatika
97,91,91,Teknologi,Analitis,Teknik Informatika
100,91,87,Teknologi,Analitis,Teknik Informatika
96,89,93,Teknologi,Analitis,Teknik Informatika
99,90,88,Teknologi,Komunikatif,Teknik Informatika
98,90,95,Teknologi,Analitis,Teknik Informatika
93,89,90,Teknologi,Analitis,Teknik Informatika
98,89,86,Teknologi,Analitis,Teknik Informatika
92,88,85,Teknologi,Analitis,Teknik Informatika
93,88,86,Teknologi,Analitis,Teknik Informatika
100,92,91,Teknologi,Komunikatif,Teknik Informatika
99,88,92,Teknologi,Analitis,Teknik Informatika
98,90,91,Teknologi,Analitis,Teknik Informatika
94,90,86,Teknologi,Analitis,Teknik Informatika
90,90,91,Teknologi,Analitis,Teknik Informatika
93,94,86,Teknologi,Komunikatif,Teknik Informatika
92,92,91,Teknologi,Analitis,Teknik Informatika
93,90,87,Teknologi,Komunikatif,Teknik Informatika
91,92,90,Teknologi,Analitis,Teknik Informatika
99,93,92,Teknologi,Analitis,Teknik Informatika
93,91,89,Teknologi,Analitis,Teknik Informatika
95,90,88,Teknologi,Komunikatif,Teknik Informatika
92,91,86,Teknologi,Analitis,Teknik Informatika
90,90,88,Teknologi,Analitis,Teknik Informatika
91,90,95,Teknologi,Analitis,Teknik Informatika
100,93,88,Teknologi,Komunikatif,Teknik Informatika
91,92,90,Teknologi,Analitis,Teknik Informatika
100,91,92,Teknologi,Analitis,Teknik Informatika
97,94,94,Teknologi,Komunikatif,Teknik Informatika
97,95,89,Teknologi,Komunikatif,Teknik Informatika
97,88,94,Teknologi,Analitis,Teknik Informatika
99,95,88,Teknologi,Analitis,Teknik Informatika
90,92,95,Teknologi,Analitis,Teknik Informatika
100,93,88,Teknologi,Analitis,Teknik Informatika
100,91,89,Teknologi,Analitis,Teknik Informatika
91,90,94,Teknologi,Analitis,Teknik Informatika
99,93,89,Teknologi,Analitis,Teknik Informatika
95,88,88,Teknologi,Analitis,Teknik Informatika
91,90,87,Teknologi,Analitis,Teknik Informatika
92,95,88,Teknologi,Komunikatif,Teknik Informatika
97,92,86,Teknologi,Analitis,Teknik Informatika
96,89,90,Teknologi,Komunikatif,Teknik Informatika
94,95,88,Teknologi,Analitis,Teknik Informatika
94,90,89,Teknologi,Komunikatif,Teknik Informatika
97,93,89,Teknologi,Analitis,Teknik Informatika
94,88,88,Teknologi,Analitis,Teknik Informatika
94,88,88,Teknologi,Analitis,Teknik Informatika
91,90,86,Teknologi,Analitis,Teknik Informatika
98,95,93,Teknologi,Analitis,Teknik Informatika
90,89,87,Teknologi,Analitis,Teknik Informatika
100,93,85,Teknologi,Komunikatif,Teknik Informatika
91,90,88,Teknologi,Komunikatif,Teknik Informatika
100,90,91,Teknologi,Analitis,Teknik Informatika
90,90,94,Teknologi,Analitis,Teknik Informatika
94,94,91,Teknologi,Komunikatif,Teknik Informatika
93,90,94,Teknologi,Komunikatif,Teknik Informatika
91,94,87,Teknologi,Analitis,Teknik Informatika
93,89,93,Teknologi,Komunikatif,Teknik Informatika
97,90,92,Teknologi,Komunikatif,Teknik Informatika
91,88,88,Teknologi,Analitis,Teknik Informatika
90,95,89,Teknologi,Analitis,Teknik Informatika
94,93,87,Teknologi,Analitis,Teknik Informatika
100,93,91,Teknologi,Analitis,Teknik Informatika
93,90,88,Teknologi,Analitis,Teknik Informatika
97,90,94,Teknologi,Komunikatif,Teknik Informatika
90,92,93,Teknologi,Komunikatif,Teknik Informatika
92,89,88,Teknologi,Analitis,Teknik Informatika
93,90,85,Teknologi,Analitis,Teknik Informatika
97,92,86,Teknologi,Komunikatif,Teknik Informatika
92,88,95,Teknologi,Komunikatif,Teknik Informatika
95,93,90,Teknologi,Komunikatif,Teknik Informatika
97,89,89,Teknologi,Komunikatif,Teknik Informatika
90,88,86,Teknologi,Komunikatif,Teknik Informatika
95,88,88,Teknologi,Komunikatif,Teknik Informatika
97,94,89,Teknologi,Analitis,Teknik Informatika
96,90,86,Teknologi,Analitis,Teknik Informatika
91,89,93,Teknologi,Analitis,Teknik Informatika
90,90,91,Teknologi,Analitis,Teknik Informatika
90,95,88,Teknologi,Analitis,Teknik Informatika
92,92,94,Teknologi,Analitis,Teknik Informatika
98,93,95,Teknologi,Analitis,Teknik Informatika
100,89,93,Teknologi,Analitis,Teknik Informatika
93,92,95,Teknologi,Analitis,Teknik Informatika
91,91,89,Teknologi,Analitis,Teknik Informatika
99,90,88,Teknologi,Analitis,Teknik Informatika
96,91,95,Teknologi,Analitis,Teknik Informatika
93,91,89,Teknologi,Komunikatif,Teknik Informatika
94,90,95,Teknologi,Komunikatif,Teknik Informatika
100,89,86,Teknologi,Komunikatif,Teknik Informatika
97,92,90,Teknologi,Analitis,Teknik Informatika
98,92,85,Teknologi,Komunikatif,Teknik Informatika
100,91,90,Teknologi,Analitis,Teknik Informatika
91,88,93,Teknologi,Komunikatif,Teknik Informatika
95,95,95,Teknologi,Analitis,Teknik Informatika
91,91,85,Teknologi,Analitis,Teknik Informatika
90,88,85,Teknologi,Analitis,Teknik Informatika
99,88,89,Teknologi,Analitis,Teknik Informatika
93,90,94,Teknologi,Analitis,Teknik Informatika
94,95,88,Teknologi,Analitis,Teknik Informatika
94,90,91,Teknologi,Komunikatif,Teknik Informatika
99,89,87,Teknologi,Komunikatif,Teknik Informatika
96,93,94,Teknologi,Komunikatif,Teknik Informatika
95,90,87,Teknologi,Analitis,Teknik Informatika
99,94,90,Teknologi,Komunikatif,Teknik Informatika
96,93,88,Teknologi,Analitis,Teknik Informatika
90,89,89,Teknologi,Analitis,Teknik Informatika
98,89,88,Teknologi,Analitis,Teknik Informatika
100,90,93,Teknologi,Analitis,Teknik Informatika
96,90,87,Teknologi,Analitis,Teknik Informatika
97,88,89,Teknologi,Analitis,Teknik Informatika
96,93,87,Teknologi,Analitis,Teknik Informatika
97,89,85,Teknologi,Analitis,Teknik Informatika
95,90,94,Teknologi,Analitis,Teknik Informatika
91,95,89,Teknologi,Analitis,Teknik Informatika
96,91,95,Teknologi,Analitis,Teknik Informatika
96,88,86,Teknologi,Analitis,Teknik Informatika
91,88,88,Teknologi,Analitis,Teknik Informatika
93,92,85,Teknologi,Analitis,Teknik Informatika
95,92,87,Teknologi,Komunikatif,Teknik Informatika
95,89,85,Teknologi,Komunikatif,Teknik Informatika
98,90,91,Teknologi,Analitis,Teknik Informatika
98,88,91,Teknologi,Analitis,Teknik Informatika
92,93,92,Teknologi,Analitis,Teknik Informatika
93,94,86,Teknologi,Analitis,Teknik Informatika
97,93,91,Teknologi,Analitis,Teknik Informatika
100,91,86,Teknologi,Analitis,Teknik Informatika
99,92,88,Teknologi,Analitis,Teknik Informatika
96,91,94,Teknologi,Komunikatif,Teknik Informatika
94,89,85,Teknologi,Analitis,Teknik Informatika
95,93,89,Teknologi,Analitis,Teknik Informatika
97,88,92,Teknologi,Komunikatif,Teknik Informatika
91,91,90,Teknologi,Analitis,Teknik Informatika
90,91,92,Teknologi,Analitis,Teknik Informatika
92,89,86,Teknologi,Analitis,Teknik Informatika
95,93,95,Teknologi,Komunikatif,Teknik Informatika
95,95,88,Teknologi,Analitis,Teknik Informatika
97,91,91,Teknologi,Analitis,Teknik Informatika
90,88,85,Teknologi,Analitis,Teknik Informatika
98,88,91,Teknologi,Analitis,Teknik Informatika
95,89,85,Teknologi,Komunikatif,Teknik Informatika
90,91,91,Teknologi,Analitis,Teknik Informatika
98,88,87,Teknologi,Komunikatif,Teknik Informatika
95,92,92,Teknologi,Analitis,Teknik Informatika
99,94,90,Teknologi,Analitis,Teknik Informatika
95,95,88,Teknologi,Analitis,Teknik Informatika
96,91,86,Teknologi,Komunikatif,Teknik Informatika
100,95,89,Teknologi,Analitis,Teknik Informatika
95,91,85,Teknologi,Analitis,Teknik Informatika
97,91,91,Teknologi,Analitis,Teknik Informatika
98,94,91,Teknologi,Komunikatif,Teknik Informatika
91,91,90,Teknologi,Analitis,Teknik Informatika
98,91,89,Teknologi,Analitis,Teknik Informatika
100,93,88,Teknologi,Komunikatif,Teknik Informatika
94,89,91,Teknologi,Analitis,Teknik Informatika
90,91,95,Teknologi,Komunikatif,Teknik Informatika
100,94,87,Teknologi,Analitis,Teknik Informatika
96,94,89,Teknologi,Komunikatif,Teknik Informatika
96,88,86,Teknologi,Komunikatif,Teknik Informatika
93,95,95,Teknologi,Analitis,Teknik Informatika
90,89,94,Teknologi,Analitis,Teknik Informatika
96,95,91,Teknologi,Komunikatif,Teknik Informatika
99,92,88,Teknologi,Analitis,Teknik Informatika
95,95,95,Teknologi,Analitis,Teknik Informatika
97,89,91,Teknologi,Analitis,Teknik Informatika
98,92,89,Teknologi,Analitis,Teknik Informatika
94,89,85,Teknologi,Komunikatif,Teknik Informatika
93,90,88,Teknologi,Analitis,Teknik Informatika
99,92,87,Teknologi,Analitis,Teknik Informatika
91,92,86,Teknologi,Analitis,Teknik Informatika
94,93,95,Teknologi,Analitis,Teknik Informatika
95,92,95,Teknologi,Analitis,Teknik Informatika
94,94,91,Teknologi,Komunikatif,Teknik Informatika
100,91,91,Teknologi,Analitis,Teknik Informatika
96,90,86,Teknologi,Analitis,Teknik Informatika
97,89,86,Teknologi,Analitis,Teknik Informatika
94,89,91,Teknologi,Analitis,Teknik Informatika
100,93,93,Teknologi,Analitis,Teknik Informatika
94,88,89,Teknologi,Analitis,Teknik Informatika
100,89,93,Teknologi,Analitis,Teknik Informatika
95,93,89,Teknologi,Analitis,Teknik Informatika
90,90,89,Teknologi,Analitis,Teknik Informatika
97,92,90,Teknologi,Analitis,Teknik Informatika
99,93,92,Teknologi,Analitis,Teknik Informatika
90,89,95,Teknologi,Analitis,Teknik Informatika
100,91,88,Teknologi,Komunikatif,Teknik Informatika
99,93,90,Teknologi,Komunikatif,Teknik Informatika
96,88,86,Teknologi,Analitis,Teknik Informatika
92,94,85,Teknologi,Komunikatif,Teknik Informatika
98,95,87,Teknologi,Analitis,Teknik Informatika
98,92,86,Teknologi,Analitis,Teknik Informatika
92,91,85,Teknologi,Analitis,Teknik Informatika
96,90,87,Teknologi,Analitis,Teknik Informatika
96,95,88,Teknologi,Komunikatif,Teknik Informatika
94,89,89,Teknologi,Komunikatif,Teknik Informatika
94,88,91,Teknologi,Analitis,Teknik Informatika
98,95,93,Teknologi,Analitis,Teknik Informatika
97,88,93,Teknologi,Komunikatif,Teknik Informatika
96,95,91,Teknologi,Analitis,Teknik Informatika
94,94,91,Teknologi,Komunikatif,Teknik Informatika
92,93,92,Teknologi,Analitis,Teknik Informatika
95,88,88,Teknologi,Analitis,Teknik Informatika
100,89,91,Teknologi,Analitis,Teknik Informatika
91,94,85,Teknologi,Komunikatif,Teknik Informatika
96,93,87,Teknologi,Analitis,Teknik Informatika
93,93,94,Teknologi,Analitis,Teknik Informatika
98,93,95,Teknologi,Komunikatif,Teknik Informatika
100,95,89,Teknologi,Analitis,Teknik Informatika
96,94,95,Teknologi,Analitis,Teknik Informatika
98,94,88,Teknologi,Analitis,Teknik Informatika
96,92,87,Teknologi,Analitis,Teknik Informatika
95,92,95,Teknologi,Analitis,Teknik Informatika
90,92,93,Teknologi,Komunikatif,Teknik Informatika
91,94,94,Teknologi,Analitis,Teknik Informatika
94,90,93,Teknologi,Analitis,Teknik Informatika
93,94,94,Teknologi,Komunikatif,Teknik Informatika
99,90,87,Teknologi,Analitis,Teknik Informatika
90,95,90,Teknologi,Analitis,Teknik Informatika
93,95,89,Teknologi,Analitis,Teknik Informatika
92,95,89,Teknologi,Analitis,Teknik Informatika
97,90,87,Teknologi,Analitis,Teknik Informatika
96,95,87,Teknologi,Analitis,Teknik Informatika
98,92,88,Teknologi,Analitis,Teknik Informatika
96,92,92,Teknologi,Analitis,Teknik Informatika
99,89,87,Teknologi,Komunikatif,Teknik Informatika
94,92,90,Teknologi,Analitis,Teknik Informatika
100,92,86,Teknologi,Komunikatif,Teknik Informatika
92,95,85,Teknologi,Komunikatif,Teknik Informatika
96,93,88,Teknologi,Analitis,Teknik Informatika
94,92,93,Teknologi,Analitis,Teknik Informatika
97,90,91,Teknologi,Analitis,Teknik Informatika
92,92,93,Teknologi,Analitis,Teknik Informatika
99,90,95,Teknologi,Analitis,Teknik Informatika
93,94,94,Teknologi,Komunikatif,Teknik Informatika
93,89,93,Teknologi,Komunikatif,Teknik Informatika
97,95,86,Teknologi,Analitis,Teknik Informatika
96,88,87,Teknologi,Analitis,Teknik Informatika
96,92,87,Teknologi,Analitis,Teknik Informatika
92,95,89,Teknologi,Analitis,Teknik Informatika
91,88,89,Teknologi,Komunikatif,Teknik Informatika
94,91,87,Teknologi,Analitis,Teknik Informatika
98,93,93,Teknologi,Analitis,Teknik Informatika
94,94,91,Teknologi,Analitis,Teknik Informatika
94,88,91,Teknologi,Analitis,Teknik Informatika
93,91,86,Teknologi,Analitis,Teknik Informatika
96,90,89,Teknologi,Analitis,Teknik Informatika
100,89,86,Teknologi,Komunikatif,Teknik Informatika
93,95,86,Teknologi,Analitis,Teknik Informatika
100,91,92,Teknologi,Analitis,Teknik Informatika
95,89,87,Teknologi,Analitis,Teknik Informatika
93,90,90,Teknologi,Komunikatif,Teknik Informatika
93,89,86,Teknologi,Komunikatif,Teknik Informatika
100,91,87,Teknologi,Analitis,Teknik Informatika
93,94,86,Teknologi,Analitis,Teknik Informatika
95,95,95,Teknologi,Komunikatif,Teknik Informatika
92,89,86,Teknologi,Analitis,Teknik Informatika
100,88,85,Teknologi,Komunikatif,Teknik Informatika
96,95,91,Teknologi,Analitis,Teknik Informatika
99,88,95,Teknologi,Analitis,Teknik Informatika
95,92,88,Teknologi,Analitis,Teknik Informatika
91,89,94,Teknologi,Analitis,Teknik Informatika
96,94,85,Teknologi,Analitis,Teknik Informatika
94,93,94,Teknologi,Analitis,Teknik Informatika
94,93,86,Teknologi,Analitis,Teknik Informatika
90,95,89,Teknologi,Analitis,Teknik Informatika
95,91,90,Teknologi,Komunikatif,Teknik Informatika
96,93,94,Teknologi,Komunikatif,Teknik Informatika
98,89,94,Teknologi,Komunikatif,Teknik Informatika
92,91,91,Teknologi,Analitis,Teknik Informatika
97,92,91,Teknologi,Komunikatif,Teknik Informatika
99,90,91,Teknologi,Analitis,Teknik Informatika
95,92,88,Teknologi,Analitis,Teknik Informatika
98,89,88,Teknologi,Analitis,Teknik Informatika
99,95,88,Teknologi,Komunikatif,Teknik Informatika
96,92,92,Teknologi,Analitis,Teknik Informatika
100,89,86,Teknologi,Komunikatif,Teknik Informatika
92,88,95,Teknologi,Komunikatif,Teknik Informatika
99,93,92,Teknologi,Analitis,Teknik Informatika
99,93,86,Teknologi,Analitis,Teknik Informatika
91,91,92,Teknologi,Analitis,Teknik Informatika
100,88,94,Teknologi,Analitis,Teknik Informatika
96,93,85,Teknologi,Komunikatif,Teknik Informatika
98,91,91,Teknologi,Komunikatif,Teknik Informatika
98,92,85,Teknologi,Komunikatif,Teknik Informatika
99,89,91,Teknologi,Analitis,Teknik Informatika
93,95,93,Teknologi,Analitis,Teknik Informatika
98,92,93,Teknologi,Komunikatif,Teknik Informatika
93,89,89,Teknologi,Analitis,Teknik Informatika
98,91,94,Teknologi,Analitis,Teknik Informatika
90,90,90,Teknologi,Komunikatif,Teknik Informatika
95,89,86,Teknologi,Analitis,Teknik Informatika
100,91,92,Teknologi,Analitis,Teknik Informatika
98,91,91,Teknologi,Komunikatif,Teknik Informatika
99,91,89,Teknologi,Komunikatif,Teknik Informatika
91,94,89,Teknologi,Analitis,Teknik Informatika
95,95,90,Teknologi,Analitis,Teknik Informatika
93,90,88,Teknologi,Analitis,Teknik Informatika
95,88,85,Teknologi,Analitis,Teknik Informatika
96,93,95,Teknologi,Analitis,Teknik Informatika
100,93,95,Teknologi,Analitis,Teknik Informatika
90,88,87,Teknologi,Analitis,Teknik Informatika
91,88,89,Teknologi,Komunikatif,Teknik Informatika
93,94,92,Teknologi,Analitis,Teknik Informatika
96,91,91,Teknologi,Analitis,Teknik Informatika
97,90,91,Teknologi,Analitis,Teknik Informatika
96,93,87,Teknologi,Analitis,Teknik Informatika
91,92,90,Teknologi,Analitis,Teknik Informatika
99,93,93,Teknologi,Analitis,Teknik Informatika
89,85,93,Teknologi,Analitis,Sistem Informasi
85,81,94,Teknologi,Komunikatif,Sistem Informasi
88,82,92,Teknologi,Analitis,Sistem Informasi
89,81,92,Teknologi,Komunikatif,Sistem Informasi
87,83,96,Teknologi,Analitis,Sistem Informasi
86,83,91,Teknologi,Analitis,Sistem Informasi
86,85,91,Teknologi,Komunikatif,Sistem Informasi
87,80,91,Teknologi,Komunikatif,Sistem Informasi
85,81,97,Teknologi,Komunikatif,Sistem Informasi
85,82,91,Teknologi,Analitis,Sistem Informasi
87,83,92,Teknologi,Komunikatif,Sistem Informasi
85,80,90,Teknologi,Analitis,Sistem Informasi
87,84,92,Teknologi,Komunikatif,Sistem Informasi
85,83,90,Teknologi,Analitis,Sistem Informasi
85,84,96,Teknologi,Komunikatif,Sistem Informasi
87,82,97,Teknologi,Analitis,Sistem Informasi
89,83,94,Teknologi,Komunikatif,Sistem Informasi
85,81,90,Teknologi,Analitis,Sistem Informasi
89,80,93,Teknologi,Komunikatif,Sistem Informasi
86,82,96,Teknologi,Analitis,Sistem Informasi
89,85,97,Teknologi,Analitis,Sistem Informasi
89,80,96,Teknologi,Komunikatif,Sistem Informasi
85,85,91,Teknologi,Komunikatif,Sistem Informasi
87,82,93,Teknologi,Komunikatif,Sistem Informasi
89,80,96,Teknologi,Komunikatif,Sistem Informasi
88,82,97,Teknologi,Analitis,Sistem Informasi
86,81,91,Teknologi,Analitis,Sistem Informasi
87,84,93,Teknologi,Analitis,Sistem Informasi
85,82,94,Teknologi,Komunikatif,Sistem Informasi
85,85,93,Teknologi,Komunikatif,Sistem Informasi
85,85,93,Teknologi,Komunikatif,Sistem Informasi
88,82,92,Teknologi,Analitis,Sistem Informasi
88,83,95,Teknologi,Komunikatif,Sistem Informasi
88,85,93,Teknologi,Analitis,Sistem Informasi
85,83,92,Teknologi,Komunikatif,Sistem Informasi
85,85,91,Teknologi,Komunikatif,Sistem Informasi
85,82,95,Teknologi,Komunikatif,Sistem Informasi
88,83,95,Teknologi,Komunikatif,Sistem Informasi
87,85,90,Teknologi,Analitis,Sistem Informasi
85,80,91,Teknologi,Analitis,Sistem Informasi
88,85,90,Teknologi,Analitis,Sistem Informasi
85,85,91,Teknologi,Analitis,Sistem Informasi
89,85,95,Teknologi,Komunikatif,Sistem Informasi
85,82,94,Teknologi,Komunikatif,Sistem Informasi
89,81,95,Teknologi,Komunikatif,Sistem Informasi
89,82,93,Teknologi,Komunikatif,Sistem Informasi
85,82,97,Teknologi,Komunikatif,Sistem Informasi
87,85,90,Teknologi,Komunikatif,Sistem Informasi
86,84,94,Teknologi,Komunikatif,Sistem Informasi
85,82,94,Teknologi,Analitis,Sistem Informasi
89,81,97,Teknologi,Komunikatif,Sistem Informasi
89,80,93,Teknologi,Komunikatif,Sistem Informasi
88,83,97,Teknologi,Komunikatif,Sistem Informasi
87,83,94,Teknologi,Komunikatif,Sistem Informasi
89,82,96,Teknologi,Komunikatif,Sistem Informasi
87,80,91,Teknologi,Komunikatif,Sistem Informasi
88,80,91,Teknologi,Analitis,Sistem Informasi
86,82,96,Teknologi,Analitis,Sistem Informasi
85,84,95,Teknologi,Analitis,Sistem Informasi
86,83,93,Teknologi,Komunikatif,Sistem Informasi
87,85,96,Teknologi,Komunikatif,Sistem Informasi
89,84,93,Teknologi,Komunikatif,Sistem Informasi
85,81,95,Teknologi,Analitis,Sistem Informasi
87,80,92,Teknologi,Analitis,Sistem Informasi
89,82,92,Teknologi,Analitis,Sistem Informasi
87,85,97,Teknologi,Analitis,Sistem Informasi
86,80,94,Teknologi,Analitis,Sistem Informasi
86,82,93,Teknologi,Komunikatif,Sistem Informasi
88,83,97,Teknologi,Komunikatif,Sistem Informasi
